Child_ID,Attendance,Confidence,Participation,Health_Issues,Distraction,Pronunciation_Issues,Reading_Fluency,Writing_Legibility,Math_Struggles,Memory_Issues,Dyslexia_Label
113,5,5,3,No,Sometimes,Sometimes,4,2,No,Never,0
15,5,2,5,No,Sometimes,Always,1,2,No,Always,1
39,2,4,3,No,Sometimes,Sometimes,1,2,No,Never,1
108,5,2,2,Yes,Always,Always,1,3,Yes,Never,0
87,3,3,2,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
55,4,4,2,Yes,Sometimes,Always,1,3,No,Sometimes,1
51,4,4,3,No,Always,Sometimes,1,1,No,Always,1
90,3,4,4,No,Sometimes,Sometimes,1,1,Yes,Never,0
21,3,5,4,No,Always,Always,2,2,No,Always,1
44,5,2,2,No,Sometimes,Sometimes,1,2,No,Always,1
27,3,2,3,Yes,Always,Always,4,2,Yes,Sometimes,1
1,4,3,4,No,Always,Always,3,3,No,Sometimes,1
91,5,2,3,No,Always,Always,2,2,Yes,Sometimes,0
22,2,5,3,No,Sometimes,Sometimes,2,2,No,Always,1
19,5,5,2,Yes,Sometimes,Always,2,1,No,Sometimes,1
104,5,3,5,No,Always,Always,2,3,Yes,Never,0
52,3,5,5,Yes,Sometimes,Always,1,1,Yes,Sometimes,1
31,2,2,2,Yes,Sometimes,Sometimes,1,1,Yes,Always,1
67,5,4,5,No,Sometimes,Sometimes,4,3,Yes,Sometimes,1
110,4,5,5,No,Always,Always,2,2,Yes,Never,0
28,3,5,5,No,Sometimes,Sometimes,1,1,No,Sometimes,1
77,5,2,5,Yes,Always,Always,2,2,No,Sometimes,1
36,2,3,3,No,Sometimes,Always,2,2,No,Sometimes,1
106,3,3,4,Yes,Sometimes,Always,2,1,Yes,Sometimes,0
2,5,4,3,Yes,Sometimes,Sometimes,2,1,Yes,Always,1
63,2,2,5,No,Always,Always,3,2,Yes,Always,1
79,4,4,5,No,Always,Sometimes,3,2,Yes,Sometimes,0
50,3,2,3,No,Sometimes,Sometimes,1,4,Yes,Always,1
35,3,4,2,No,Sometimes,Always,2,4,Yes,Sometimes,1
69,5,4,5,No,Always,Sometimes,1,2,No,Always,1
98,5,4,5,No,Sometimes,Always,2,2,No,Never,0
54,5,3,4,Yes,Always,Always,1,2,Yes,Sometimes,1
107,3,2,5,No,Always,Sometimes,1,3,Yes,Always,0
47,5,4,2,No,Always,Always,2,4,No,Sometimes,1
40,4,2,4,Yes,Sometimes,Sometimes,1,3,Yes,Sometimes,1
58,2,4,2,No,Sometimes,Sometimes,1,1,Yes,Sometimes,1
17,5,4,2,No,Always,Sometimes,2,1,Yes,Never,1
78,5,4,2,No,Always,Always,2,4,Yes,Always,0
76,3,5,3,No,Sometimes,Sometimes,2,2,No,Sometimes,1
72,3,4,5,Yes,Always,Always,1,3,No,Sometimes,1
9,4,5,5,No,Always,Always,1,3,Yes,Sometimes,1
23,3,5,5,Yes,Always,Sometimes,3,1,No,Never,1
38,2,5,5,No,Sometimes,Always,1,1,Yes,Always,1
85,4,5,5,No,Always,Sometimes,2,3,No,Sometimes,0
64,2,2,3,No,Sometimes,Sometimes,2,2,Yes,Sometimes,1
81,4,4,3,No,Always,Always,1,4,No,Always,0
41,4,5,3,No,Always,Always,1,2,Yes,Always,1
26,3,4,4,Yes,Sometimes,Sometimes,3,1,Yes,Always,1
70,3,4,4,No,Sometimes,Sometimes,3,2,No,Sometimes,1
75,2,3,4,No,Sometimes,Sometimes,2,3,Yes,Never,1
88,2,2,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
80,5,5,3,Yes,Always,Always,1,1,No,Always,0
94,3,2,4,No,Always,Sometimes,1,1,No,Always,0
20,4,2,2,Yes,Always,Always,4,2,Yes,Always,1
8,2,5,2,Yes,Sometimes,Sometimes,1,4,No,Never,1
116,5,3,4,No,Always,Sometimes,1,2,Yes,Always,0
7,2,5,3,Yes,Sometimes,Sometimes,2,2,No,Sometimes,1
73,2,4,4,No,Sometimes,Always,1,2,No,Sometimes,1
103,3,3,4,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
100,2,4,3,No,Sometimes,Sometimes,3,1,No,Sometimes,0
11,4,2,2,No,Always,Always,2,1,No,Always,1
24,5,4,5,Yes,Sometimes,Always,2,1,No,Always,1
95,3,5,5,No,Always,Sometimes,2,2,Yes,Sometimes,0
89,5,4,5,No,Always,Sometimes,1,3,No,Sometimes,0
97,3,5,4,No,Always,Always,3,3,Yes,Never,0
6,5,2,4,No,Sometimes,Always,3,1,No,Never,1
60,2,4,3,No,Always,Sometimes,2,1,Yes,Always,1
43,3,3,2,Yes,Sometimes,Always,2,2,No,Always,1
71,3,2,4,No,Sometimes,Sometimes,3,2,No,Sometimes,1
61,4,3,3,No,Sometimes,Sometimes,2,3,No,Always,1
74,3,3,2,No,Always,Always,2,1,Yes,Always,1
59,4,2,4,No,Sometimes,Always,2,1,No,Always,1
12,4,2,4,No,Sometimes,Always,3,1,No,Always,1
111,5,5,5,No,Sometimes,Sometimes,2,2,No,Sometimes,0
118,3,5,2,Yes,Sometimes,Always,1,2,No,Always,0
53,4,5,3,No,Sometimes,Sometimes,1,3,No,Always,1
83,2,5,4,No,Sometimes,Always,3,2,Yes,Always,0
48,4,3,4,No,Always,Sometimes,2,1,Yes,Always,1
114,3,5,5,No,Always,Always,2,1,No,Always,0
37,5,2,5,No,Sometimes,Sometimes,1,3,No,Sometimes,1
92,5,4,5,No,Always,Always,1,1,No,Sometimes,0
105,3,2,5,No,Sometimes,Always,3,1,No,Always,0
68,2,3,4,Yes,Sometimes,Sometimes,1,2,No,Always,1
121,5,5,4,No,Sometimes,Always,1,2,No,Sometimes,0
14,4,2,3,No,Sometimes,Sometimes,1,4,No,Sometimes,1
45,5,5,2,No,Always,Always,2,4,Yes,Sometimes,1
3,2,2,2,No,Sometimes,Sometimes,3,2,No,Never,1
49,3,5,2,No,Sometimes,Always,1,3,No,Always,1
65,4,3,5,No,Sometimes,Always,1,3,No,Sometimes,1
5,4,3,2,No,Sometimes,Always,2,4,No,Always,1
84,5,2,4,No,Always,Always,2,1,No,Never,0
117,2,4,5,Yes,Always,Always,1,2,Yes,Sometimes,0
102,3,5,4,No,Sometimes,Sometimes,1,1,No,Always,0
10,3,2,2,No,Always,Sometimes,3,3,No,Sometimes,1
56,5,4,5,No,Sometimes,Sometimes,1,1,No,Sometimes,1
109,3,3,2,Yes,Sometimes,Always,2,2,Yes,Never,0
57,5,2,2,Yes,Always,Always,2,3,No,Never,1
115,4,3,2,Yes,Always,Always,1,4,Yes,Never,0
62,4,4,2,Yes,Always,Always,1,2,Yes,Sometimes,1
29,5,4,5,No,Sometimes,Sometimes,4,2,Yes,Never,1
46,5,4,5,No,Sometimes,Sometimes,3,3,No,Always,1
119,5,3,2,No,Sometimes,Sometimes,1,4,Yes,Always,0
96,3,2,5,No,Sometimes,Always,1,3,Yes,Always,0
32,2,4,5,No,Always,Sometimes,2,2,No,Always,1
18,5,2,3,No,Always,Always,2,3,No,Never,1
101,4,3,4,Yes,Always,Sometimes,2,3,Yes,Never,0
112,4,5,4,Yes,Sometimes,Sometimes,2,1,No,Never,0
30,5,4,5,No,Sometimes,Sometimes,2,2,Yes,Always,1
34,3,3,3,No,Sometimes,Sometimes,2,1,Yes,Never,1
120,2,4,3,No,Sometimes,Sometimes,1,1,No,Always,0
99,3,4,4,No,Always,Sometimes,2,3,No,Always,0
122,2,2,4,No,Sometimes,Sometimes,1,2,No,Always,0
66,3,4,3,No,Sometimes,Sometimes,3,2,No,Always,1
42,4,5,4,Yes,Always,Sometimes,1,2,No,Sometimes,1
16,2,2,4,No,Sometimes,Sometimes,2,2,No,Always,1
33,5,2,2,Yes,Always,Sometimes,4,1,No,Never,1
82,5,2,3,No,Sometimes,Always,3,2,Yes,Never,0
13,4,4,4,No,Sometimes,Sometimes,1,2,No,Sometimes,1
25,5,4,4,No,Sometimes,Sometimes,2,2,Yes,Sometimes,1
86,4,5,5,No,Always,Always,1,2,Yes,Always,0
93,3,4,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
4,4,5,2,No,Always,Sometimes,2,2,No,Sometimes,1
113,5,5,3,No,Sometimes,Sometimes,4,2,No,Never,0
15,5,2,5,No,Sometimes,Always,1,2,No,Always,1
39,2,4,3,No,Sometimes,Sometimes,1,2,No,Never,1
108,5,2,2,Yes,Always,Always,1,3,Yes,Never,0
87,3,3,2,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
55,4,4,2,Yes,Sometimes,Always,1,3,No,Sometimes,1
90,3,4,4,No,Sometimes,Sometimes,1,1,Yes,Never,0
91,5,2,3,No,Always,Always,2,2,Yes,Sometimes,0
104,5,3,5,No,Always,Always,2,3,Yes,Never,0
110,4,5,5,No,Always,Always,2,2,Yes,Never,0
106,3,3,4,Yes,Sometimes,Always,2,1,Yes,Sometimes,0
79,4,4,5,No,Always,Sometimes,3,2,Yes,Sometimes,0
98,5,4,5,No,Sometimes,Always,2,2,No,Never,0
107,3,2,5,No,Always,Sometimes,1,3,Yes,Always,0
78,5,4,2,No,Always,Always,2,4,Yes,Always,0
85,4,5,5,No,Always,Sometimes,2,3,No,Sometimes,0
81,4,4,3,No,Always,Always,1,4,No,Always,0
88,2,2,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
80,5,5,3,Yes,Always,Always,1,1,No,Always,0
94,3,2,4,No,Always,Sometimes,1,1,No,Always,0
116,5,3,4,No,Always,Sometimes,1,2,Yes,Always,0
103,3,3,4,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
100,2,4,3,No,Sometimes,Sometimes,3,1,No,Sometimes,0
95,3,5,5,No,Always,Sometimes,2,2,Yes,Sometimes,0
89,5,4,5,No,Always,Sometimes,1,3,No,Sometimes,0
97,3,5,4,No,Always,Always,3,3,Yes,Never,0
111,5,5,5,No,Sometimes,Sometimes,2,2,No,Sometimes,0
118,3,5,2,Yes,Sometimes,Always,1,2,No,Always,0
83,2,5,4,No,Sometimes,Always,3,2,Yes,Always,0
114,3,5,5,No,Always,Always,2,1,No,Always,0
92,5,4,5,No,Always,Always,1,1,No,Sometimes,0
105,3,2,5,No,Sometimes,Always,3,1,No,Always,0
121,5,5,4,No,Sometimes,Always,1,2,No,Sometimes,0
84,5,2,4,No,Always,Always,2,1,No,Never,0
117,2,4,5,Yes,Always,Always,1,2,Yes,Sometimes,0
102,3,5,4,No,Sometimes,Sometimes,1,1,No,Always,0
109,3,3,2,Yes,Sometimes,Always,2,2,Yes,Never,0
115,4,3,2,Yes,Always,Always,1,4,Yes,Never,0
119,5,3,2,No,Sometimes,Sometimes,1,4,Yes,Always,0
96,3,2,5,No,Sometimes,Always,1,3,Yes,Always,0
101,4,3,4,Yes,Always,Sometimes,2,3,Yes,Never,0
112,4,5,4,Yes,Sometimes,Sometimes,2,1,No,Never,0
120,2,4,3,No,Sometimes,Sometimes,1,1,No,Always,0
99,3,4,4,No,Always,Sometimes,2,3,No,Always,0
122,2,2,4,No,Sometimes,Sometimes,1,2,No,Always,0
82,5,2,3,No,Sometimes,Always,3,2,Yes,Never,0
86,4,5,5,No,Always,Always,1,2,Yes,Always,0
93,3,4,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
113,5,5,3,No,Sometimes,Sometimes,4,2,No,Never,0
108,5,2,2,Yes,Always,Always,1,3,Yes,Never,0
87,3,3,2,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
90,3,4,4,No,Sometimes,Sometimes,1,1,Yes,Never,0
91,5,2,3,No,Always,Always,2,2,Yes,Sometimes,0
104,5,3,5,No,Always,Always,2,3,Yes,Never,0
110,4,5,5,No,Always,Always,2,2,Yes,Never,0
106,3,3,4,Yes,Sometimes,Always,2,1,Yes,Sometimes,0
79,4,4,5,No,Always,Sometimes,3,2,Yes,Sometimes,0
98,5,4,5,No,Sometimes,Always,2,2,No,Never,0
107,3,2,5,No,Always,Sometimes,1,3,Yes,Always,0
78,5,4,2,No,Always,Always,2,4,Yes,Always,0
85,4,5,5,No,Always,Sometimes,2,3,No,Sometimes,0
81,4,4,3,No,Always,Always,1,4,No,Always,0
88,2,2,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
80,5,5,3,Yes,Always,Always,1,1,No,Always,0
94,3,2,4,No,Always,Sometimes,1,1,No,Always,0
116,5,3,4,No,Always,Sometimes,1,2,Yes,Always,0
103,3,3,4,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
100,2,4,3,No,Sometimes,Sometimes,3,1,No,Sometimes,0
95,3,5,5,No,Always,Sometimes,2,2,Yes,Sometimes,0
89,5,4,5,No,Always,Sometimes,1,3,No,Sometimes,0
97,3,5,4,No,Always,Always,3,3,Yes,Never,0
111,5,5,5,No,Sometimes,Sometimes,2,2,No,Sometimes,0
118,3,5,2,Yes,Sometimes,Always,1,2,No,Always,0
83,2,5,4,No,Sometimes,Always,3,2,Yes,Always,0
114,3,5,5,No,Always,Always,2,1,No,Always,0
92,5,4,5,No,Always,Always,1,1,No,Sometimes,0
105,3,2,5,No,Sometimes,Always,3,1,No,Always,0
121,5,5,4,No,Sometimes,Always,1,2,No,Sometimes,0
84,5,2,4,No,Always,Always,2,1,No,Never,0
117,2,4,5,Yes,Always,Always,1,2,Yes,Sometimes,0
102,3,5,4,No,Sometimes,Sometimes,1,1,No,Always,0
109,3,3,2,Yes,Sometimes,Always,2,2,Yes,Never,0
115,4,3,2,Yes,Always,Always,1,4,Yes,Never,0
119,5,3,2,No,Sometimes,Sometimes,1,4,Yes,Always,0
96,3,2,5,No,Sometimes,Always,1,3,Yes,Always,0
101,4,3,4,Yes,Always,Sometimes,2,3,Yes,Never,0
112,4,5,4,Yes,Sometimes,Sometimes,2,1,No,Never,0
120,2,4,3,No,Sometimes,Sometimes,1,1,No,Always,0
99,3,4,4,No,Always,Sometimes,2,3,No,Always,0
122,2,2,4,No,Sometimes,Sometimes,1,2,No,Always,0
82,5,2,3,No,Sometimes,Always,3,2,Yes,Never,0
86,4,5,5,No,Always,Always,1,2,Yes,Always,0
93,3,4,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
113,5,5,3,No,Sometimes,Sometimes,4,2,No,Never,0
108,5,2,2,Yes,Always,Always,1,3,Yes,Never,0
87,3,3,2,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
90,3,4,4,No,Sometimes,Sometimes,1,1,Yes,Never,0
91,5,2,3,No,Always,Always,2,2,Yes,Sometimes,0
104,5,3,5,No,Always,Always,2,3,Yes,Never,0
110,4,5,5,No,Always,Always,2,2,Yes,Never,0
106,3,3,4,Yes,Sometimes,Always,2,1,Yes,Sometimes,0
79,4,4,5,No,Always,Sometimes,3,2,Yes,Sometimes,0
98,5,4,5,No,Sometimes,Always,2,2,No,Never,0
107,3,2,5,No,Always,Sometimes,1,3,Yes,Always,0
78,5,4,2,No,Always,Always,2,4,Yes,Always,0
85,4,5,5,No,Always,Sometimes,2,3,No,Sometimes,0
81,4,4,3,No,Always,Always,1,4,No,Always,0
88,2,2,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
80,5,5,3,Yes,Always,Always,1,1,No,Always,0
94,3,2,4,No,Always,Sometimes,1,1,No,Always,0
116,5,3,4,No,Always,Sometimes,1,2,Yes,Always,0
103,3,3,4,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
100,2,4,3,No,Sometimes,Sometimes,3,1,No,Sometimes,0
95,3,5,5,No,Always,Sometimes,2,2,Yes,Sometimes,0
89,5,4,5,No,Always,Sometimes,1,3,No,Sometimes,0
97,3,5,4,No,Always,Always,3,3,Yes,Never,0
111,5,5,5,No,Sometimes,Sometimes,2,2,No,Sometimes,0
118,3,5,2,Yes,Sometimes,Always,1,2,No,Always,0
83,2,5,4,No,Sometimes,Always,3,2,Yes,Always,0
114,3,5,5,No,Always,Always,2,1,No,Always,0
92,5,4,5,No,Always,Always,1,1,No,Sometimes,0
105,3,2,5,No,Sometimes,Always,3,1,No,Always,0
121,5,5,4,No,Sometimes,Always,1,2,No,Sometimes,0
84,5,2,4,No,Always,Always,2,1,No,Never,0
117,2,4,5,Yes,Always,Always,1,2,Yes,Sometimes,0
102,3,5,4,No,Sometimes,Sometimes,1,1,No,Always,0
109,3,3,2,Yes,Sometimes,Always,2,2,Yes,Never,0
115,4,3,2,Yes,Always,Always,1,4,Yes,Never,0
119,5,3,2,No,Sometimes,Sometimes,1,4,Yes,Always,0
96,3,2,5,No,Sometimes,Always,1,3,Yes,Always,0
101,4,3,4,Yes,Always,Sometimes,2,3,Yes,Never,0
112,4,5,4,Yes,Sometimes,Sometimes,2,1,No,Never,0
120,2,4,3,No,Sometimes,Sometimes,1,1,No,Always,0
99,3,4,4,No,Always,Sometimes,2,3,No,Always,0
122,2,2,4,No,Sometimes,Sometimes,1,2,No,Always,0
82,5,2,3,No,Sometimes,Always,3,2,Yes,Never,0
86,4,5,5,No,Always,Always,1,2,Yes,Always,0
93,3,4,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
113,5,5,3,No,Sometimes,Sometimes,4,2,No,Never,0
108,5,2,2,Yes,Always,Always,1,3,Yes,Never,0
87,3,3,2,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
90,3,4,4,No,Sometimes,Sometimes,1,1,Yes,Never,0
91,5,2,3,No,Always,Always,2,2,Yes,Sometimes,0
104,5,3,5,No,Always,Always,2,3,Yes,Never,0
110,4,5,5,No,Always,Always,2,2,Yes,Never,0
106,3,3,4,Yes,Sometimes,Always,2,1,Yes,Sometimes,0
79,4,4,5,No,Always,Sometimes,3,2,Yes,Sometimes,0
98,5,4,5,No,Sometimes,Always,2,2,No,Never,0
107,3,2,5,No,Always,Sometimes,1,3,Yes,Always,0
78,5,4,2,No,Always,Always,2,4,Yes,Always,0
85,4,5,5,No,Always,Sometimes,2,3,No,Sometimes,0
81,4,4,3,No,Always,Always,1,4,No,Always,0
88,2,2,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
80,5,5,3,Yes,Always,Always,1,1,No,Always,0
94,3,2,4,No,Always,Sometimes,1,1,No,Always,0
116,5,3,4,No,Always,Sometimes,1,2,Yes,Always,0
103,3,3,4,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
100,2,4,3,No,Sometimes,Sometimes,3,1,No,Sometimes,0
95,3,5,5,No,Always,Sometimes,2,2,Yes,Sometimes,0
89,5,4,5,No,Always,Sometimes,1,3,No,Sometimes,0
97,3,5,4,No,Always,Always,3,3,Yes,Never,0
111,5,5,5,No,Sometimes,Sometimes,2,2,No,Sometimes,0
118,3,5,2,Yes,Sometimes,Always,1,2,No,Always,0
83,2,5,4,No,Sometimes,Always,3,2,Yes,Always,0
114,3,5,5,No,Always,Always,2,1,No,Always,0
92,5,4,5,No,Always,Always,1,1,No,Sometimes,0
105,3,2,5,No,Sometimes,Always,3,1,No,Always,0
121,5,5,4,No,Sometimes,Always,1,2,No,Sometimes,0
84,5,2,4,No,Always,Always,2,1,No,Never,0
117,2,4,5,Yes,Always,Always,1,2,Yes,Sometimes,0
102,3,5,4,No,Sometimes,Sometimes,1,1,No,Always,0
109,3,3,2,Yes,Sometimes,Always,2,2,Yes,Never,0
115,4,3,2,Yes,Always,Always,1,4,Yes,Never,0
119,5,3,2,No,Sometimes,Sometimes,1,4,Yes,Always,0
96,3,2,5,No,Sometimes,Always,1,3,Yes,Always,0
101,4,3,4,Yes,Always,Sometimes,2,3,Yes,Never,0
112,4,5,4,Yes,Sometimes,Sometimes,2,1,No,Never,0
120,2,4,3,No,Sometimes,Sometimes,1,1,No,Always,0
99,3,4,4,No,Always,Sometimes,2,3,No,Always,0
122,2,2,4,No,Sometimes,Sometimes,1,2,No,Always,0
82,5,2,3,No,Sometimes,Always,3,2,Yes,Never,0
86,4,5,5,No,Always,Always,1,2,Yes,Always,0
93,3,4,2,No,Sometimes,Sometimes,2,3,Yes,Never,0
113,5,5,3,No,Sometimes,Sometimes,4,2,No,Never,0
108,5,2,2,Yes,Always,Always,1,3,Yes,Never,0
87,3,3,2,Yes,Sometimes,Always,2,2,Yes,Sometimes,0
51,4,4,3,No,Always,Sometimes,1,1,No,Always,1
21,3,5,4,No,Always,Always,2,2,No,Always,1
44,5,2,2,No,Sometimes,Sometimes,1,2,No,Always,1
27,3,2,3,Yes,Always,Always,4,2,Yes,Sometimes,1
1,4,3,4,No,Always,Always,3,3,No,Sometimes,1
22,2,5,3,No,Sometimes,Sometimes,2,2,No,Always,1
19,5,5,2,Yes,Sometimes,Always,2,1,No,Sometimes,1
52,3,5,5,Yes,Sometimes,Always,1,1,Yes,Sometimes,1
31,2,2,2,Yes,Sometimes,Sometimes,1,1,Yes,Always,1
67,5,4,5,No,Sometimes,Sometimes,4,3,Yes,Sometimes,1
28,3,5,5,No,Sometimes,Sometimes,1,1,No,Sometimes,1
77,5,2,5,Yes,Always,Always,2,2,No,Sometimes,1
36,2,3,3,No,Sometimes,Always,2,2,No,Sometimes,1
2,5,4,3,Yes,Sometimes,Sometimes,2,1,Yes,Always,1
63,2,2,5,No,Always,Always,3,2,Yes,Always,1
50,3,2,3,No,Sometimes,Sometimes,1,4,Yes,Always,1
35,3,4,2,No,Sometimes,Always,2,4,Yes,Sometimes,1
69,5,4,5,No,Always,Sometimes,1,2,No,Always,1
54,5,3,4,Yes,Always,Always,1,2,Yes,Sometimes,1
47,5,4,2,No,Always,Always,2,4,No,Sometimes,1
40,4,2,4,Yes,Sometimes,Sometimes,1,3,Yes,Sometimes,1
58,2,4,2,No,Sometimes,Sometimes,1,1,Yes,Sometimes,1
17,5,4,2,No,Always,Sometimes,2,1,Yes,Never,1
76,3,5,3,No,Sometimes,Sometimes,2,2,No,Sometimes,1
72,3,4,5,Yes,Always,Always,1,3,No,Sometimes,1
9,4,5,5,No,Always,Always,1,3,Yes,Sometimes,1
23,3,5,5,Yes,Always,Sometimes,3,1,No,Never,1
38,2,5,5,No,Sometimes,Always,1,1,Yes,Always,1
64,2,2,3,No,Sometimes,Sometimes,2,2,Yes,Sometimes,1
41,4,5,3,No,Always,Always,1,2,Yes,Always,1
26,3,4,4,Yes,Sometimes,Sometimes,3,1,Yes,Always,1
70,3,4,4,No,Sometimes,Sometimes,3,2,No,Sometimes,1
75,2,3,4,No,Sometimes,Sometimes,2,3,Yes,Never,1
20,4,2,2,Yes,Always,Always,4,2,Yes,Always,1
8,2,5,2,Yes,Sometimes,Sometimes,1,4,No,Never,1
7,2,5,3,Yes,Sometimes,Sometimes,2,2,No,Sometimes,1
73,2,4,4,No,Sometimes,Always,1,2,No,Sometimes,1
11,4,2,2,No,Always,Always,2,1,No,Always,1
24,5,4,5,Yes,Sometimes,Always,2,1,No,Always,1
6,5,2,4,No,Sometimes,Always,3,1,No,Never,1
60,2,4,3,No,Always,Sometimes,2,1,Yes,Always,1
43,3,3,2,Yes,Sometimes,Always,2,2,No,Always,1
71,3,2,4,No,Sometimes,Sometimes,3,2,No,Sometimes,1
61,4,3,3,No,Sometimes,Sometimes,2,3,No,Always,1
74,3,3,2,No,Always,Always,2,1,Yes,Always,1
59,4,2,4,No,Sometimes,Always,2,1,No,Always,1
12,4,2,4,No,Sometimes,Always,3,1,No,Always,1
53,4,5,3,No,Sometimes,Sometimes,1,3,No,Always,1
48,4,3,4,No,Always,Sometimes,2,1,Yes,Always,1
37,5,2,5,No,Sometimes,Sometimes,1,3,No,Sometimes,1
68,2,3,4,Yes,Sometimes,Sometimes,1,2,No,Always,1
14,4,2,3,No,Sometimes,Sometimes,1,4,No,Sometimes,1
45,5,5,2,No,Always,Always,2,4,Yes,Sometimes,1
3,2,2,2,No,Sometimes,Sometimes,3,2,No,Never,1
49,3,5,2,No,Sometimes,Always,1,3,No,Always,1
65,4,3,5,No,Sometimes,Always,1,3,No,Sometimes,1
5,4,3,2,No,Sometimes,Always,2,4,No,Always,1
10,3,2,2,No,Always,Sometimes,3,3,No,Sometimes,1
56,5,4,5,No,Sometimes,Sometimes,1,1,No,Sometimes,1
57,5,2,2,Yes,Always,Always,2,3,No,Never,1
62,4,4,2,Yes,Always,Always,1,2,Yes,Sometimes,1
29,5,4,5,No,Sometimes,Sometimes,4,2,Yes,Never,1
46,5,4,5,No,Sometimes,Sometimes,3,3,No,Always,1
32,2,4,5,No,Always,Sometimes,2,2,No,Always,1
18,5,2,3,No,Always,Always,2,3,No,Never,1
30,5,4,5,No,Sometimes,Sometimes,2,2,Yes,Always,1
34,3,3,3,No,Sometimes,Sometimes,2,1,Yes,Never,1
66,3,4,3,No,Sometimes,Sometimes,3,2,No,Always,1
42,4,5,4,Yes,Always,Sometimes,1,2,No,Sometimes,1
16,2,2,4,No,Sometimes,Sometimes,2,2,No,Always,1
33,5,2,2,Yes,Always,Sometimes,4,1,No,Never,1
13,4,4,4,No,Sometimes,Sometimes,1,2,No,Sometimes,1
25,5,4,4,No,Sometimes,Sometimes,2,2,Yes,Sometimes,1
4,4,5,2,No,Always,Sometimes,2,2,No,Sometimes,1
15,5,2,5,No,Sometimes,Always,1,2,No,Always,1
39,2,4,3,No,Sometimes,Sometimes,1,2,No,Never,1
55,4,4,2,Yes,Sometimes,Always,1,3,No,Sometimes,1
51,4,4,3,No,Always,Sometimes,1,1,No,Always,1
21,3,5,4,No,Always,Always,2,2,No,Always,1
44,5,2,2,No,Sometimes,Sometimes,1,2,No,Always,1
27,3,2,3,Yes,Always,Always,4,2,Yes,Sometimes,1
1,4,3,4,No,Always,Always,3,3,No,Sometimes,1
22,2,5,3,No,Sometimes,Sometimes,2,2,No,Always,1
19,5,5,2,Yes,Sometimes,Always,2,1,No,Sometimes,1
52,3,5,5,Yes,Sometimes,Always,1,1,Yes,Sometimes,1
31,2,2,2,Yes,Sometimes,Sometimes,1,1,Yes,Always,1
67,5,4,5,No,Sometimes,Sometimes,4,3,Yes,Sometimes,1
28,3,5,5,No,Sometimes,Sometimes,1,1,No,Sometimes,1
77,5,2,5,Yes,Always,Always,2,2,No,Sometimes,1
36,2,3,3,No,Sometimes,Always,2,2,No,Sometimes,1
2,5,4,3,Yes,Sometimes,Sometimes,2,1,Yes,Always,1
63,2,2,5,No,Always,Always,3,2,Yes,Always,1
50,3,2,3,No,Sometimes,Sometimes,1,4,Yes,Always,1
35,3,4,2,No,Sometimes,Always,2,4,Yes,Sometimes,1
69,5,4,5,No,Always,Sometimes,1,2,No,Always,1
